chr1	10	63.99473188	63.98683013	0.01580349
chr1	77	53.70532497	53.58165259	0.24734476
chr1	84	61.12336262	60.74058907	0.7655471
chr1	165	51.14777429	51.14777429	0
chr1	170	52.6934149	52.69153476	0.00376029
chr1	176	38.58056877	38.39711094	0.36691566
chr1	181	63.90016321	62.92128698	1.95775246
chr1	242	61.80028439	61.80028439	0
chr1	251	16.76697303	16.7377943	0.05835747
chr1	279	37.72226804	37.72226804	0
chr1	310	32.01477363	31.76086125	0.50782475
chr1	327	41.6951855	41.6951855	0
chr1	394	57.56833939	57.38745625	0.36176628
chr1	417	44.87571726	44.87571726	0
chr1	449	54.78107198	54.78107198	0
chr1	484	57.56100753	57.40268264	0.31664977
chr1	493	68.4797535	68.46711378	0.02527944
chr1	515	40.68129307	40.23794095	0.88670424
chr1	554	56.11662243	55.96118561	0.31087364
chr1	616	60.45720537	60.45720537	0
chr1	698	53.79250672	53.79250672	0
chr1	759	42.15856877	41.91394958	0.48923839
chr1	795	23.61318162	23.61318162	0
chr1	826	59.50839077	59.50839077	0
chr1	953	47.43057919	47.43057919	1e-08
chr1	1042	59.55479365	59.55479365	0
chr1	1130	61.59833618	61.59833618	0
chr1	1140	56.57768512	56.57768512	0
chr1	1177	29.30065819	29.30065819	0
chr1	1194	54.99742711	54.99742711	0
chr1	1335	31.02606262	30.68497642	0.68217241
chr1	1482	62.76498975	62.76498975	0
chr1	1558	55.22615859	55.22615859	0
chr1	1763	40.41402688	40.41402688	0
chr1	1845	43.27280833	43.27280833	0
chr1	1861	16.51211771	16.49449761	0.0352402
chr1	1901	42.13804367	40.84667764	2.58273207
chr1	1904	43.71955184	43.71955184	0
chr1	1925	61.19248587	60.98154332	0.4218851
chr1	2157	20.72568904	19.77992356	1.89153094
chr1	2176	37.27332291	36.70156967	1.14350649
chr1	2202	11.33599715	11.33599715	0
chr1	2249	71.95885059	71.8135432	0.29061478
chr1	2261	37.4185041	37.40470873	0.02759074
chr1	2330	54.77566864	54.77566864	0
chr1	2473	54.22013436	54.18036863	0.07953146
chr1	2534	64.46748612	64.20517773	0.52461679
chr1	2574	42.72926096	42.69070219	0.07711754
chr1	2750	47.09363937	46.32167589	1.54392697
chr1	2753	48.58989412	47.8874691	1.40485005
chr1	2878	42.59866642	42.59866642	0
chr1	2884	58.26293434	58.26293434	0
chr1	2904	43.92505793	43.92505793	0
chr1	2940	36.75469791	36.75469791	0
chr1	2996	48.19282084	48.19282084	0
chr1	3051	65.49545045	65.48278363	0.02533363
chr1	3086	38.76321306	38.72949254	0.06744104
chr1	3114	35.69324754	35.56659867	0.25329773
chr1	3122	51.01714073	51.01183697	0.01060752
chr1	3215	56.35061782	56.1821853	0.33686502
chr1	3241	34.96959553	34.96959553	0
