chr1	10	2.22
chr1	77	2.08
chr1	84	2.02
chr1	165	1.84
chr1	170	2.4
chr1	176	1.78
chr1	181	2.14
chr1	242	2.14
chr1	251	1.16
chr1	279	1.94
chr1	310	1.62
chr1	327	1.46
chr1	394	2.16
chr1	417	2.16
chr1	449	2.5
chr1	484	2.56
chr1	493	2.26
chr1	515	1.64
chr1	554	2.28
chr1	616	2.78
chr1	698	1.74
chr1	759	1.82
chr1	795	2.4
chr1	826	2.78
chr1	953	1.6
chr1	1042	2.18
chr1	1130	2.44
chr1	1140	2.08
chr1	1177	1.82
chr1	1194	2.32
chr1	1335	1.3
chr1	1482	2.18
chr1	1558	2.24
chr1	1763	1.84
chr1	1845	1.82
chr1	1861	2.44
chr1	1901	1.5
chr1	1904	2.38
chr1	1925	2.36
chr1	2157	1.66
chr1	2176	1.88
chr1	2202	1.88
chr1	2249	2.58
chr1	2261	1.28
chr1	2330	2.56
chr1	2473	1.92
chr1	2534	1.98
chr1	2574	1.56
chr1	2750	2.12
chr1	2753	2.26
chr1	2878	1.64
chr1	2884	1.92
chr1	2904	2.28
chr1	2940	1.44
chr1	2996	2.04
chr1	3051	2.18
chr1	3086	2.02
chr1	3114	1.4
chr1	3122	1.7
chr1	3215	1.8
chr1	3241	1.64
chr1	3255	1.88
chr1	3322	1.38
chr1	3360	2.32
chr1	3398	1.96
chr1	3413	1.68
chr1	3505	5.04
chr1	3588	3.24
chr1	3606	4.42
chr1	3618	3.72
chr1	3624	3.34
chr1	3641	4.78
chr1	3669	3.88
chr1	3689	2.6
chr1	3699	4.04
chr1	3812	2.8
chr1	3914	3.48
chr1	3918	3.9
chr1	3954	2.8
chr1	4004	5.16
chr1	4019	2.08
chr1	4146	2.84
chr1	4151	4.36
chr1	4353	3.2
chr1	4383	2.6
chr1	4489	1.66
chr1	4520	2.02
chr1	4620	1.62
chr1	4678	1.96
chr1	4710	2.16
chr1	4777	1.98
chr1	4836	2.64
chr1	4934	2.12
chr1	4994	2
chr1	5023	2.04
chr1	5049	2.16
chr1	5102	2.2
chr1	5297	2.02
chr1	5320	2.78
chr1	5411	1.1
chr1	5418	1.1
chr1	5494	2.12
chr1	5597	2.16
chr1	5601	2.06
chr1	5682	1.66
chr1	5760	2.14
chr1	5843	2.02
chr1	5897	2.1
chr1	5941	1.96
chr1	5952	2.58
chr1	5994	1.94
chr1	6000	2.42
chr1	6082	2.64
chr1	6101	2.12
chr1	6240	1.82
chr1	6333	1.54
chr1	6425	2.02
chr1	6462	2.26
chr1	6509	2.58
chr1	6529	1.88
chr1	6610	2.2
chr1	6643	2.18
chr1	6673	1.76
chr1	6678	1.78
chr1	6683	1.96
chr1	6693	1.54
chr1	6774	2.32
chr1	6816	1.94
chr1	6850	2.72
chr1	6902	2.48
chr1	6930	2.22
chr1	6954	2.02
chr1	6993	1.48
chr1	6997	1.46
chr1	7046	2.14
chr1	7079	2.64
chr1	7089	3.16
chr1	7162	2.76
chr1	7218	2.14
chr1	7220	2.04
chr1	7266	2.46
chr1	7323	2.1
chr1	7362	2.16
chr1	7443	1.98
chr1	7488	2.4
chr1	7540	2.46
chr1	7629	2.06
chr1	7630	2.12
chr1	7702	2.2
chr1	7745	2.38
chr1	7780	2.2
chr1	7861	2.18
chr1	7863	1.8
chr1	7864	2.36
chr1	7950	1.98
chr1	7952	2.42
chr1	8051	1.88
chr1	8089	1.84
chr1	8122	1.88
chr1	8127	1.8
chr1	8211	1.88
chr1	8282	1.88
chr1	8359	2.02
chr1	8374	1.76
chr1	8409	1.44
chr1	8420	1.68
chr1	8436	1.74
chr1	8442	1.82
chr1	8466	1.26
chr1	8488	2.04
chr1	8531	1.7
chr1	8534	1.56
chr1	8536	1.74
chr1	8542	1.88
chr1	8576	1.5
chr1	8686	1.86
chr1	8694	2.3
chr1	8708	2.02
chr1	8720	2.36
chr1	8894	5.98
chr1	8979	3.5
chr1	8989	2.42
chr1	9023	4
chr1	9032	4.62
chr1	9068	4.94
chr1	9070	3.52
chr1	9083	4.92
chr1	9121	2.1
chr1	9137	4.06
chr1	9185	3.94
chr1	9223	3.86
chr1	9251	4.28
chr1	9337	4.2
chr1	9387	4.22
chr1	9425	3.3
chr1	9442	3.3
chr1	9489	5.02
chr1	9517	4.34
chr1	9562	5.56
chr1	9572	5.52
chr1	9595	3.94
chr1	9618	2.9
chr1	9671	3.74
chr1	9683	2.96
chr1	9768	5.36
chr1	9772	4.96
chr1	9925	2.4
chr1	9926	4.1
chr1	10011	4.6
chr1	10088	3
chr1	10134	3.62
chr1	10176	3.68
chr1	10197	3.98
chr1	10198	5.78
chr1	10219	4.98
chr1	10258	4.28
chr1	10263	3.32
chr1	10330	3.22
chr1	10331	4.04
chr1	10348	6.36
chr1	10409	3.32
chr1	10451	2.9
chr1	10728	5.9
chr1	10731	4.94
chr1	10809	4.24
chr1	10858	3.94
chr1	10939	5.38
chr1	11061	4.42
chr1	11107	5.14
chr1	11114	3.42
chr1	11163	1.7
chr1	11204	2.1
chr1	11310	1.88
chr1	11429	2.14
chr1	11496	1.58
chr1	11500	2.78
chr1	11611	2.42
chr1	11658	1.42
chr1	11701	1.86
chr1	11747	1.9
chr1	11809	2.24
chr1	11883	1.72
chr1	11897	3.14
chr1	11918	1.92
chr1	11932	2.32
chr1	12161	1.82
chr1	12167	2.1
chr1	12263	1.46
chr1	12269	2.08
chr1	12321	2
chr1	12343	1.78
chr1	12363	1.86
chr1	12427	2.54
chr1	12445	2.44
chr1	12568	1.82
chr1	12577	1.42
chr1	12633	2.14
chr1	12642	1.72
chr1	12710	1.74
chr1	12776	2.02
chr1	12798	2.06
chr1	12890	1.24
chr1	12896	2.48
chr1	12900	2.14
chr1	12968	2.32
chr1	13110	2.04
chr1	13118	2.52
chr1	13133	1.92
chr1	13187	2.36
chr1	13198	1.68
chr1	13274	1.58
chr1	13282	2.08
chr1	13449	1.6
chr1	13494	2.46
chr1	13497	1.74
chr1	13531	2.16
chr1	13562	1.68
chr1	13590	2.08
chr1	13639	2.24
chr1	13650	2.32
chr1	13802	2.12
chr1	13830	2.4
chr1	14023	2.66
chr1	14058	2.1
chr1	14125	2.54
chr1	14211	1.76
chr1	14214	2.44
chr1	14218	2.12
chr1	14313	2.54
chr1	14349	1.74
chr1	14350	1.86
chr1	14363	2.22
chr1	14394	2.1
chr1	14402	2.04
chr1	14426	1.46
chr1	14509	2.34
chr1	14538	2.52
chr1	14594	1.7
chr1	14608	2.38
chr1	14665	1.88
chr1	14666	2
chr1	14792	1.68
chr1	14803	1.96
chr1	14891	2.38
chr1	14942	1.3
chr1	14945	2.14
chr1	15070	2.24
chr1	15088	1.62
chr1	15121	1.62
chr1	15146	2.38
chr1	15151	2.2
chr1	15157	2.38
chr1	15258	1.66
chr1	15397	1.56
chr1	15427	2.5
chr1	15433	1.76
chr1	15620	1.5
chr1	15692	1.54
chr1	15782	2.62
chr1	15797	1.66
chr1	15831	2.28
chr1	15842	1.98
chr1	15999	2.08
chr1	16037	1.84
chr1	16039	1.78
chr1	16056	1.74
chr1	16117	2.02
chr1	16125	1.34
chr1	16175	2.52
chr1	16237	2.58
chr1	16307	2.7
chr1	16328	2.1
chr1	16345	1.9
chr1	16369	1.76
chr1	16379	1.94
chr1	16440	1.84
chr1	16679	1.84
chr1	16784	1.7
chr1	16816	1.7
chr1	16867	2.44
chr1	16881	2.48
chr1	16933	2.42
chr1	16958	1.92
chr1	17013	2.84
chr1	17016	1.72
chr1	17126	2.74
chr1	17141	2.92
chr1	17296	2.22
chr1	17323	2.14
chr1	17405	1.86
chr1	17418	2.22
chr1	17615	2.7
chr1	17692	1.7
chr1	17707	1.7
chr1	17833	2.1
chr1	17871	2.06
chr1	17897	1.86
chr1	17914	1.72
chr1	17980	1.34
chr1	18063	2.34
chr1	18104	1.7
chr1	18186	1.86
chr1	18204	2.22
chr1	18230	2.6
chr1	18358	1.54
chr1	18420	2.28
chr1	18481	2.04
